product_id,ingredients
P472326,"['Talc, Mica, Dimethicone, Hdi/Trimethylol Hexyllactone Crosspolymer, Zinc Stearate, Silica, Isononyl Isononanoate, Pentaerythrityl Tetraisostearate, Caprylyl Glycol, Ethylhexylglycerin, Caprylic/Capric Triglyceride, Cetearyl Ethylhexanoate, Laureth-23, Nylon-12, Lauroyl Lysine, Phenoxyethanol, Laureth-4, Salicylic Acid, Sodium Laureth Sulfate, Vitis Vinifera (Grape) Fruit Extract [Vitis Vinifera Extract], May Contain/Peut Contenir (+/-): Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Red 7 Lake (Ci 15850), Yellow 5 Lake (Ci 19140), Yellow 6 Lake (Ci 15985).']"
P39853698,"['Isododecane, Trimethylsiloxysilicate, Synthetic Wax, Polymethyl Methacrylate, Polyethylene, Caprylyl Methicone, Diisostearyl Malate, Synthetic Fluorphlogopite, Stearoxymethicone/Dimethicone Copolymer, Copernicia Cerifera (Carnauba) Wax [Cera Carnauba], Polymethylsilsesquioxane, Disteardimonium Hectorite, Caprylic/Capric Triglyceride, Polyhydroxystearic Acid, Microcrystalline Wax (Cera Microcristallina), Lecithin, Propylene Carbonate, Isostearic Acid, Silica, Polyglyceryl-3 Polyricinoleate, Tocopherol, Ascorbyl Palmitate, Citric Acid, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate May Contain/Peut Contenir (+/-): Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Ferric Ammonium Ferrocyanide (Ci 77510), Manganese Violet (Ci 77742).']"
P33257988,"['Dimethicone, Polymethylsilsesquioxane,Synthetic Fluorphlogopite, Calcium SodiumBorosilicate, Dimethicone/VinylDimethicone Crosspolymer, HydrogenatedPolyisobutene, Carprlyl Glycol,Ethylhexylglycerin, Laureth-4, Tin Oxide,Mica, Zinc Stearate. MAY CONTAIN/PEUTCONTENIR (+/-): Titanium Dioxide (CI77891), Iron Oxide (CI 77491).']"
P500403,"['Dark', 'Synthetic Fluorphlogopite, Talc, Calcium Aluminum Borosilicate, Dimethicone, Diisostearyl Malate, Mica,Lauroyl Lysine, Trimethylolpropane Triethylhexanoate, Methyl Methacrylate Crosspolymer, Silica, Bis-Behenyl/Isostearyl/-Phytosteryl Dimer Dilinoleyl Dimer Dilinoleate, Sorbitan Sesquiisostearate, Sodium Dehydroacetate, Kaolin, Tocopherol,Chlorphenesin, Aluminum Hydroxide, Hydrogen Dimethicone, [(+/-): Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492,Ci77499), Ultramarines (Ci 77007), Yellow 5 Lake (Ci 19140)] Talc, Mica, Synthetic Fluorphlogopite, Diisostearyl Malate, Dimethicone, Lauroyl Lysine, Methyl Methacrylate Crosspolymer,Silica, Trimethylolpropane Triethylhexanoate, Bis-Behenyl/Isostearyl/Phytosteryl Dimer Dilinoleyl Dimer Dilinoleate,Sorbitan Sesquiisostearate, Sodium Dehydroacetate, Tocopherol, Chlorphenesin, [(+/-): Titanium Dioxide (Ci 77891), Iron Oxides(Ci 77491, Ci 77492, Ci 77499)] Calcium Aluminum Borosilicate, Talc, Lauroyl Lysine, Mica, Calcium Sulfate Hydrate, Silica, Trimethylolpropanetriethylhexanoate, Diisostearyl Malate, Dimethicone, Methyl Methacrylate Crosspolymer, Bis-Behenyl/Isostearyl/Phytoster-Yl Dimer Dilinoleyl Dimer Dilinoleate, Synthetic Fluorphlogopite, Sorbitan Sesquiisostearate, Sodium Dehydroacetate,Tocopherol, Chlorphenesin, Tin Oxide, Aluminum Hydroxide, [(+/-): Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492,Ci77499)]', 'Light', 'Synthetic Fluorphlogopite, Talc, Calcium Aluminum Borosilicate, Diisostearyl Malate, Dimethicone, Lauroyl Lysine, Methyl Methacrylate Crosspolymer, Silica, Trimethylolpropane Triethylhexanoate, Bis-Behenyl/Isostearyl/Phytosteryl Dimer Dilinoleyl Dimer Dilinoleate, Sorbitan Sesquiisostearate, Sodium Dehydroacetate, Tocopherol, Chlorphenesin, Aluminum Hydroxide, Hydrogen Dimethicone, Mica, [(+/-): Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499)] Talc, Mica, Synthetic Fluorphlogopite, Lauroyl Lysine, Diisostearyl Malate, Dimethicone, Methyl Methacrylate Crosspolymer, Silica, Trimethylolpropane Triethylhexanoate, Bis-Behenyl/Isostearyl/Phytosteryl Dimer Dilinoleyl Dimer Dilinoleate, Sorbitan Sesquiisostearate, Sodium Dehydroacetate, Tocopherol, Chlorphenesin, Kaolin, [(+/-): Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Ultramarines (Ci 77007)] Calcium Aluminum Borosilicate, Mica, Talc, Lauroyl Lysine, Calcium Sulfate Hydrate, Silica, Trimethylolpropane Triethylhexanoate, Diisostearyl Malate, Dimethicone, Methyl Methacrylate Crosspolymer, Bis-Behenyl/Isostearyl/Phytosteryl Dimer Dilinoleyl Dimer Dilinoleate, Synthetic Fluorphlogopite, Sorbitan Sesquiisostearate, Sodium Dehydroacetate, Tocopherol, Chlorphenesin, Tin Oxide, Aluminum Hydroxide, [(+/-): Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499)]', 'Light Medium', 'Synthetic Fluorphlogopite, Talc, Calcium Aluminum Borosilicate, Diisostearyl Malate, Dimethicone, Lauroyl Lysine, Methyl Methacrylate Crosspolymer, Silica, Trimethylolpropane Triethylhexanoate, Bis-Behenyl/Isostearyl/Phytosteryl Dimer Dilinoleyl Dimer Dilinoleate, Sorbitan Sesquiisostearate, Sodium Dehydroacetate, Tocopherol, Chlorphenesin, Aluminum Hydroxide, Hydrogen Dimethicone, Mica, [(+/-): Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499)] Talc, Mica, Synthetic Fluorphlogopite, Lauroyl Lysine, Diisostearyl Malate, Dimethicone, Methyl Methacrylate Crosspolymer, Silica, Trimethylolpropane Triethylhexanoate, Bis-Behenyl/Isostearyl/Phytosteryl Dimer Dilinoleyl Dimer Dilinoleate, Sorbitan Sesquiisostearate, Sodium Dehydroacetate, Tocopherol, Chlorphenesin, Kaolin, [(+/-): Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Ultramarines (Ci 77007)] Calcium Aluminum Borosilicate, Talc, Synthetic Fluorphlogopite, Lauroyl Lysine, Calcium Sulfate Hydrate, Mica, Silica, Trimethylolpropane Triethylhexanoate, Diisostearyl Malate, Dimethicone, Methyl Methacrylate Crosspolymer, Bis-Behenyl/Isostearyl/Phytosteryl Dimer Dilinoleyl Dimer Dilinoleate, Sorbitan Sesquiisostearate, Sodium Dehydroacetate, Tocopherol, Chlorphenesin, Tin Oxide, Kaolin, Aluminum Hydroxide, [(+/-): Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Ultramarines (Ci 77007)]', 'Medium', 'Synthetic Fluorphlogopite, Talc, Calcium Aluminum Borosilicate, Diisostearyl Malate, Dimethicone, Lauroyl Lysine, Methyl Methacrylate Crosspolymer, Silica, Trimethylolpropane Triethylhexanoate, Bis-Behenyl/Isostearyl/Phytosteryl Dimer Dilinoleyl Dimer Dilinoleate, Sorbitan Sesquiisostearate, Sodium Dehydroacetate, Tocopherol, Chlorphenesin, Aluminum Hydroxide, Hydrogen Dimethicone, Mica, [(+/-): Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499)] Talc, Mica, Synthetic Fluorphlogopite, Lauroyl Lysine, Diisostearyl Malate, Dimethicone, Methyl Methacrylate Crosspolymer, Silica, Trimethylolpropane Triethylhexanoate, Bis-Behenyl/Isostearyl/Phytosteryl Dimer Dilinoleyl Dimer Dilinoleate, Sorbitan Sesquiisostearate, Sodium Dehydroacetate, Tocopherol, Chlorphenesin, Kaolin, [(+/-): Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Ultramarines (Ci 77007)] Calcium Aluminum Borosilicate, Talc, Lauroyl Lysine, Mica, Calcium Sulfate Hydrate, Synthetic Fluorphlogopite, Silica, Trimethylolpropane Triethylhexanoate, Diisostearyl Malate, Dimethicone, Methyl Methacrylate Crosspolymer, Bis-Behenyl/Isostearyl/Phytosteryl Dimer Dilinoleyl Dimer Dilinoleate, Sorbitan Sesquiisostearate, Sodium Dehydroacetate, Tocopherol, Chlorphenesin, Tin Oxide, Kaolin, Aluminum Hydroxide, [(+/-): Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Ultramarines (Ci 77007)]', 'Medium Dark', 'Synthetic Fluorphlogopite, Talc, Calcium Aluminum Borosilicate, Dimethicone, Diisostearyl Malate, Lauroyl Lysine, Methyl Methacrylate Crosspolymer, Silica, Trimethylolpropane Triethylhexanoate, Bis-Behenyl/Isostearyl/Phytosteryl Dimer Dilinoleyl Dimer Dilinoleate, Sorbitan Sesquiisostearate, Sodium Dehydroacetate, Tocopherol, Chlorphenesin, Aluminum Hydroxide, Hydrogen Dimethicone, Mica, [(+/-): Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Yellow 5 Lake (Ci 19140)] Talc, Mica, Synthetic Fluorphlogopite, Diisostearyl Malate, Dimethicone, Lauroyl Lysine, Methyl Methacrylate Crosspolymer, Silica, Trimethylolpropane Triethylhexanoate, Bis-Behenyl/Isostearyl/Phytosteryl Dimer Dilinoleyl Dimer Dilinoleate, Sorbitan Sesquiisostearate, Sodium Dehydroacetate, Tocopherol, Chlorphenesin, [(+/-): Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499)] Calcium Aluminum Borosilicate, Mica, Lauroyl Lysine, Talc, Calcium Sulfate Hydrate, Silica, Trimethylolpropane Triethylhexanoate, Diisostearyl Malate, Dimethicone, Methyl Methacrylate Crosspolymer, Bis-Behenyl/Isostearyl/Phytosteryl Dimer Dilinoleyl Dimer Dilinoleate, Synthetic Fluorphlogopite, Sorbitan Sesquiisostearate, Sodium Dehydroacetate, Tocopherol, Chlorphenesin, Tin Oxide, Aluminum Hydroxide, Kaolin [(+/-): Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Ultramarines (Ci 77007)]']"
P481720,"['Dimethicone, Dimethicone/Vinyl Dimethicone Crosspolymer, Polyglyceryl-2 Triisostearate, Bis- Diglyceryl Polyacyladipate-2, Kaolin, C18-36 Acid Triglyceride, Polybutene, Aroma (Flavor), Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Polyhydroxystearic Acid, Passiflora Edulis Seed Oil, [May Contain/Peut Contenir (+/-): Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Yellow 5 Lake (Ci 19140), Yellow 6 Lake (Ci 15985), Red 7 Lake (Ci 15850), Red 7 Lake (Ci 15985), Red 6 (Ci 15850), Red 7 (Ci 15850), Red 28 Lake (Ci 45410), Red 30 Lake (Ci 73360), Blue 1 Lake (Ci 42090), Bismuth Oxychloride (Ci 77163), Manganese Violet (Ci 77742)].']"
P472328,"['Talc, Synthetic Fluorphlogopite, Dimethicone, Caprylic/Capric Triglyceride, Octyldodecyl Stearoyl Stearate, Isostearyl Alcohol, Dimethicone/Vinyl Dimethicone Crosspolymer, Zinc Stearate, Silica, Calcium Sodium Borosilicate, Calcium Aluminum Borosilicate, Tin Oxide, Chlorphenesin, Potassium Sorbate, Phenoxyethanol May Contain/Peut Contenir (+/-): Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Manganese Violet (Ci 77742).']"
P503698,No Ingredients
P04456664,"['Octyldodecanol, Polyethylene, Isohexadecane, Bis-Diglyceryl Polyacyladipate-2, Methyl Methacrylate Crosspolymer, Mica, Phenyl Trimethicone, Aluminum Hydroxide, Arachidyl Propionate, VP/Hexadecene Copolymer, Cera Microcristallina, Tocopherol, Tocopheryl Acetate, Ascorbyl Palmitate, Propionic Acid, Lauroyl Lysine, Caprylyl Glycol, May Contain/Peut Contenir (+/-): Ci, 77891, CI 77492, CI 77491, CI 77499, Talc, Silica, HDI/Trimethylol Hexyllactone Crosspolymer, Squalane, Octyldodecyl Stearoyl Stearate, Zinc Stearate, Hydrogenated Polycyclopentadiene, Octyldodecyl Myristate, Hexylene Glycol, Caprylyl Glycol, Phenoxyethanol, CI 77492, CI 77491, CI 77742, CI 77499.']"
P13211222,"['Polybutene, Trimethylolpropane Triisostearate, Dextrin Palmitate, Octyldodecanol, Diisostearyl Malate, Hydrogenated Poly(c6-14Olefin), Hydroxystearic Acid, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, Caprylic/Capric Triglyceride, Rosa Hybrid Flower Extract.']"
P64197382,"['Silver:', 'Synthetic Fluorphlogopite Neopentyl Glycol Dicaprylate/Dicaprate Dimethicone Titanium/Titanium Dioxide Peg-12 Dimethicone Sorbitan Isostearate Dimethicone/Vinyl Dimethicone Crosspolymer Glycerin Polysorbate 60 Caprylyl Glycol Ethylhexylgl Ycerin Tin Oxide 1,2-Hexanediol Xanthan Gum Chondrus Crispus (Carrageenan) Hydrogenated Lecithin Sodium Citrate Titanium Dioxide (Ci 77891).', 'Gold:', 'Synthetic Fluorphlogopite Neopentyl Glycol Dicaprylate/Dicaprate Dimethicone Peg-12 Dimethicone Sorbitan Isostearate Dimethicone/Vinyl Dimethicone Crosspolymer Glycerin Polysorbate 60 Caprylyl Glycol Ethylhexylgl Ycerin Tin Oxide 1,2-Hexanediol Xanthan Gum Chondrus Crispus (Carrageenan) Hydrogenated Lecithin Sodium Citrate Titanium Dioxide (Ci 77891) Iron Oxides (Ci 77491).', 'Copper:', 'Synthetic Fluorphlogopite Neopentyl Glycol Dicaprylate/Dicaprate Dimethicone Peg-12 Dimethicone Tin Oxide Sorbitan Isostearate Dimethicone/Vinyl Dimethicone Crosspolymer Glycerin Polysorbate 60 Caprylyl Glycol Ethylhexylgl Ycerin 1,2-Hexanediol Xanthan Gum Chondrus Crispus (Carrageenan) Hydrogenated Lecithin Sodium Citrate Iron Oxides (Ci 77491).', 'Bronze:', 'Mica Neopentyl Glycol Dicaprylate/Dicaprate Dimethicone Peg-12 Dimethicone Sorbitan Isostearate Dimethicone/Vinyl Dimethicone Crosspolymer Glycerin Polysorbate 60 Caprylyl Glycol Ethylhexylgl Ycerin 1,2-Hexanediol Xanthan Gum Chondrus Crispus (Carrageenan) Hydrogenated Lecithin Sodium Citrate Titanium Dioxide (Ci 77891) Iron Oxides (Ci 77491).', 'Rose gold:', 'Mica Neopentyl Glycol Dicaprylate/Dicaprate Dimethicone Peg-12 Dimethicone Sorbitan Isostearate Dimethicone/Vinyl Dimethicone Crosspolymer Silica Gl Ycerin Polysorbate 60 Caprylyl Glycol Ethylhexylgl Ycerin 1,2-Hexanediol Xanthan Gum Chondrus Crispus (Carrageenan) Hydrogenated Lecithin Sodium Citrate Titanium Dioxide (Ci 77891) Iron Oxides (Ci 77491) Aluminum Powder (Ci 77000).']"
P472322,No Ingredients
P02318798,"['Metallic 1, Metallic 2:', 'Mica, Isostearyl Neopentanoate, Synthetic Fluorphlogopite, Dimethicone, Calcium Sodium Borosilicate, Butyl Acrylate/Hydroxypropyl Dimethicone Acrylate Copolymer, Trimethylsiloxysilicate, Silica, Talc, Caprylyl Glycol, Ethylhexylglycerin, Hydrogenated Styrene/Isoprene Copolymer, Tin Oxide, Pentaerythrityl Tetra-Di-T- Butyl Hydroxyhydrocinnamate. May Contain/Peut Contenir (+/-): Titanium Dioxide (Ci77891), Iron Oxides (Ci77491, Ci77492, Ci77499), Ultramarines (Ci77007), Carmine (Ci75470), Ferric Ammonium Ferrocyanide (Ci77510), Blue 1 Lake (Ci42090), Yellow 5 Lake (ci19140).', 'Metallic 3, Metallic 4, Metallic 5, Metallic 6, Metallic 7, Metallic 8, Metallic 9, Metallic 10, Metallic 11:', 'Mica, Isostearyl Neopentanoate, Dimethicone, Butyl Acrylate/Hydroxypropyl Diemthicone Acrylate Copolymer, Trimethylsiloxysilicate, Talc, Calcium Titanium Borosilicate, Silica, Alumina, Caprylyl Glycol, Ethylhexylglycerin, Hydrogenated Styrene/Isolprene Coplymer, Tin Oxide, Pentaerylthrityl Tetra-Di-T- Butyl Hydroxthydrocinnamate, Calcium Sodium Borosilicate, Calcium Aluminum Borosilicate, Synthetic Fluorphlogopite, Aluminum Calcium Sodium Silicate. May Contain/Peut Contenir (+/-): Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, 77492, 77499), Ultramarines (Ci 77007), Carmine (Ci 75470), Ferric Ammonium Ferrocyanide (Ci 77510), Ferric Ferrocyanide (Ci 77510), Bronze Powder (Ci 77400), Copper Powder (Ci 77400), Aluminum Powder (Ci 77000), Blue 1 Lake (Ci 42090), Yellow 5 Lake (Ci 19140).', 'Metallic 12:', 'Mica, Isostearyl Neopentanoate, Dimethicone, Butyl Acrylate/Hydroxypropyl Dimethicone Acrylate Copolymer, Trimethylsiloxysilicate, Talc, Silica, Caprylyl Glycol, Ethylhexylglcerin, Hydrogenated Styrene/Isoprene Copolymer, Tin Oxide, Pentaerythriyl Tetra-Di-T-Butyl Hydroxyhydrocinnate, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Ultramarines (Ci 77007), Carmine (Ci 75470), Ferric Ammonium Ferrocyanide (Ci 77510), Blue 1 Lake (Ci 42090) Yellow 5 Lake (Ci 19140), Aluminum Powder (Ci 77000).']"
P472323,No Ingredients
P472321,No Ingredients
P465781,"['Polybutene, Diisostearyl Malate, Synthetic Wax, Isostearyl Isostearate, Polyglyceryl-2 Tetraisostearate, Hydrogenated Styrene/Methyl Styrene/Indene Copolymer, Caprylic/Capric Triglyceride, Dicalcium Phosphate, Silica, Silica Silylate, Calcium Sodium Borosilicate, Stearalkonium Bentonite, Ethylhexyl Palmitate, Propylene Carbonate, Tribehenin, Aluminum Calcium Sodium Silicate, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Flavor (Aroma), Sorbitan Isostearate, Lactic Acid, Palmitoyl Tripeptide-1, Mica, Calcium Aluminum Borosilicate, Tin Oxide. May Contain/Peut Contenir (+/-): Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Blue 1 Lake (Ci 42090), Yellow 5 Lake (Ci 19140), Red 7 Lake (Ci 15850), Red 28 Lake (Ci 45410).']"
P475575,"['Water (Aqua), Acrylates Copolymer, Alcohol, Pvp, Polyacrylate Crosspolymer-6, Butylene Glycol, Ethylhexylglycerin, Chlorphenesin, Caprylyl Glycol, Glycerin, Hydrolyzed Linseed Extract, Sodium Benzoate.']"
P46587789,No Ingredients
P01018539,"['Water, Methylpropandiol, Styrene/Acrylates Copolymer, Styrene/Acrylates/Ammonium Methacrylate Copolymer, Cellulose, Peg- 60 Hydrogenated Caster Oil, Coco- Glucoside, Poloxamer 407, Citric Acid, Phenylpropanol, Caprylyl Glycol, Sodium Laureth-12 Sulfate, Sodium Lauryl Sulfate, Bht, Phenoxyethanol, Potassium Sorbate, Sodium Benzoate, Sodium Dehydroacetate, Black 2 (Ci77266).']"
P475576,"['Hydrogenated Vegetable Oil, Synthetic Beeswax, Dicalcium Phosphate, Copernicia Cerifera (Carnauba) Cera [Cera Carnauba], Mica, Sorbitan Tristearate, Panthenol, Tocopherol, May Contain/Peut Contenir (+/-): Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499), Blue 1 Lake (Ci 42090).']"
P07778978,No Ingredients
P477805,"['Sucrose, Bis-Diglyceryl Polyacyladipate-2, Caprylic/Capric Triglyceride, Microcrystalline Wax (Cera Microcristallina), Polybutene, Ethylhexyl Palmitate, Silica Dimethyl Silylate, Diisostearyl Malate, Ricinus Communis (Castor) Seed Oil [Ricinus Communis Oil], Caprylyl Glycol, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Sodium Hyaluronate, Tocopherol, Dicalcium Phosphate, Cocos Nucifera (Coconut) Oil [Cocos Nucifera Oil], Hydrogenated Castor Oil, Titanium Dioxide (Ci 77891), Iron Oxides (Ci 77491, Ci 77492, Ci 77499).']"
P64581325,No Ingredients
P74789566,No Ingredients
P97512348,No Ingredients
P87788965,"['Water, Benzyl Alcohol, Glycerin, Pyrus Malus (Apple) Fruit Extract, Caprylic/CapricTriglyceride, Caprylyl/Capric Glucoside, Potassium Sorbate, Sodium Benzoate,Aloe Barbadensis Leaf Extract, Chamomilla Recrutita (Matricaria) Flower Extract,Cucumis Sativus (Cucumber) Fruit Extract, Althaea Officinalis Root Extract, AvenaSativa (Oat) Kernel Extract, Sodium Lauroyl Sarcosinate, Phytic Acid, Lactic Acid,Sodium Citrate.']"
P503992,"['Simmondsia Chinensis (Jojoba) Seed Oil, Caprylic/Capric Triglyceride, Helianthus Annuus (Sunflower) Seed Oil, Moringa Oleifera Seed Oil, Squalane, Polyglyceryl-3 Laurate, Polyglyceryl-2 Caprate, Silica, Aloe Barbadensis Extract, Carica Papaya (Papaya) Fruit Extract, Chamomilla Recutita (Matricaria) Flower Extract, Chrondus Crispus Extract, Citrus Grandis (Grapefruit) Fruit Extract, Lactobacillus/Pumpkin Ferment Extract, Laminaria Digitata Extract, Spirulina Maxima Extract, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Salvia Hispanica Seed Oil, Bromelain, Tocopheryl Acetate, Maltodextrin, Leuconostoc/Radish Root Ferment Filtrate, Limonene.']"
P503991,"['Moringa Oleifera Seed Oil, Helianthus Annuus (Sunflower) Seed Oil, Vitis Vinifera (Grape) Seed Oil, Linum Usitatissimum (Linseed) Seed Oil, Vaccinium Myrtillus Seed Oil, Caprylic/Capric Triglyceride, Citrullus Lanatus (Watermelon) Seed Oil, Adansonia Digitata Seed Oil, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Citrus Aurantium Amara (Bitter Orange) Peel Oil, Alaria Esculenta Extract, Plankton Extract, Tocopherol, Limonene, Linalool, Farnesol, Geraniol.']"
P504026,"['Moringa Oleifera Seed Oil, Helianthus Annuus (Sunflower) Seed Oil, Vitis Vinifera (Grape) Seed Oil, Linum Usitatissimum (Linseed) Seed Oil, Vaccinium Myrtillus Seed Oil, Caprylic/Capric Triglyceride, Citrullus Lanatus (Watermelon) Seed Oil, Adansonia Digitata Seed Oil, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Citrus Aurantium Amara (Bitter Orange) Peel Oil, Alaria Esculenta Extract, Plankton Extract, Tocopherol, Limonene, Linalool, Farnesol, Geraniol.']"
P504016,"['Crambe Abyssinica Seed Oillimnanthes Alba (Meadowfoam) Seed Oil, Cannabis Sativa Seed Oilglycine Soja (Soybean) Oil, Pseudozyma Epicola / Apricot Kernel Oil / Olive Fruit Oil / Sunflower Seed Oil / Sweet Almond Oil / Angelica Gigas Root Extract Ferment Extract Filtrate, Bixa Orellana Seed Oil, Oenothera Biennis (Evening Primrose) Seed Oil, Caprylic / Capric Triglyceride, Nigella Sativa Seed Oil, Retinol, Caryodendron Orinocense Seed Oil, Pseudozyma Epicola / Argania Spinosa Kernel Oil Ferment Filtrate, Pseudozyma Epicola / Camellia Sinensis Seed Oil / Glucose / Malt Extract / Soybean Flour / Yeast Extract Ferment Filtrate, Vaccinium Myrtillus Seed Oil, Helianthus Annuus (Sunflower) Seed Oil, Citrus Aurantium Amara (Bitter Orange) Peel Oil, Alaria Esculenta Extract, Laminaria Ochroleuca Extract, Plankton Extract, Tocopherol, Linalool, Limonene, Farnesol, Geraniol.']"
P504031,"['Crambe Abyssinica Seed Oillimnanthes Alba (Meadowfoam) Seed Oil, Cannabis Sativa Seed Oilglycine Soja (Soybean) Oil, Pseudozyma Epicola/Apricot Kernel Oil/Olive Fruit Oil/Sunflower Seed Oil/Sweet Almond Oil/Angelica Gigas Root Extract Ferment Extract Filtrate, Bixa Orellana Seed Oil, Oenothera Biennis (Evening Primrose) Seed Oil, Caprylic/Capric Triglyceride, Nigella Sativa Seed Oil, Retinol, Caryodendron Orinocense Seed Oil, Pseudozyma Epicola/Argania Spinosa Kernel Oil Ferment Filtrate, Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Malt Extract/Soybean Flour/Yeast Extract Ferment Filtrate, Vaccinium Myrtillus Seed Oil, Helianthus Annuus (Sunflower) Seed Oil, Citrus Aurantium Amara (Bitter Orange) Peel Oil, Alaria Esculenta Extract, Laminaria Ochroleuca Extract, Plankton Extract, Tocopherol, Linalool, Limonene, Farnesol, Geraniol.']"
P504059,"['Caprylic/Capric Triglyceride, Helianthus Annuus (Sunflower) Seed Oil, Tetrahexyldecyl Ascorbate, Squalane, Passiflora Edulis Seed Oil, Moringa Oleifera Seed Oil, Algae Extract, Limonium Gerberi Extract, Crambe Maritima Leaf Extract, Aster Tripolium (Sea Starwort Oil) Extract, Ganoderma Lucidum (Reishi) Extract, Chlorella Vulgaris (Dermochlorella Algae) Extract, Panax Ginseng (Ginseng) Root Extract, Citrus Aurantifolia (Lime) Seed Oil, Fragaria Ananassa (Strawberry) Seed Oil, Curcuma Longa (Turmeric) Root Oil, Tocopherol, Ribes Nigrum (Blackcurrant) Seed Oil, Silybum Marianum Seed Oil, Thymus Vulgaris (Common Thyme) Extract, Psidium Guajava (Guava) Fruit Extract, Citrus Paradisi (Grapefruit) Fruit Extract, Petroselinum Crispum (Parsley) Leaf Extract,Terminalia Ferdinandiana (Kakadu Plum) Fruit Extract, Actinidia Chinensis (Kiwi) Fruit Extract, Chondrus Crispus (Carrageenan) Extract, Carica Papaya (Papaya) Fruit Extract, Simmondsia Chinensis (Jojoba) Seed Oil, Isosorbide Dicaprylate, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Limonene, Linalool.']"
P504199,"['Palmaria Palmata Extract, Lactic Acid, Aqua/Water/Eau, Pentylene Glycol, Caprylic/Capric Triglyceride, Cetearyl Olivate, Squalane, Silybum Marianum Seed Oil, Sorbitan Olivate, Glyceryl Caprylate, Glycerin, Sodium Stearoyl Glutamate, Sodium Hydroxide, 1,2-Hexanediol, Gluconolactone, Bellis Perennis (Daisy) Flower/Helichrysum Italicum Extract, Hibiscus Sabdariffa Flower Extract, Algae Extract, Gigartina Stellata Extract, Chondrus Crispus Extract, Haematococcus Pluvialis Extract, Avena Sativa (Oat) Kernel Extract, Salicornia Herbacea Extract, Limonium Gerberi Extract, Ribes Nigrum (Black Currant) Seed Oil, Oenothera Biennis (Evening Primrose) Oil, Borago Officinalis Seed Oil, Helianthus Annuus (Sunflower) Seed Oil, Sclerotium Gum, Xanthan Gum, Caprylhydroxamic Acid, Sodium Phytate, Potassium Sorbate, Citric Acid.']"
