product_id,highlights
P480461,"['Retinol', 'Good for: Anti-Aging', 'Without Parabens', 'Best for Dry, Combo, Normal Skin', 'Gluten Free', 'Cruelty-Free']"
P453928,"['Good for: Dark Circles', 'Good for: Anti-Aging', 'Retinol', 'Without Parabens', 'Gluten Free', 'Cruelty-Free']"
P470227,"['Best for Oily, Combo, Normal Skin', 'Good for: Dullness/Uneven Texture', 'Vitamin C', 'AHA/Glycolic Acid', 'Without Sulfates SLS & SLES', 'Cruelty-Free']"
P444970,No Highlights
P456571,"['Good for: Dark Circles', 'Good for: Dullness/Uneven Texture', 'AHA/Glycolic Acid', 'Vitamin C', 'Cruelty-Free']"
P417980,"['Good for: Dullness/Uneven Texture', 'Vitamin C', 'Without Parabens', 'SPF', 'Without Sulfates SLS & SLES', 'Cruelty-Free']"
P475135,"['Good for: Dullness/Uneven Texture', 'Vitamin C', 'Good for: Dark Circles', 'AHA/Glycolic Acid', 'Cruelty-Free']"
P474075,"['Retinol', 'Salicylic Acid', 'Best for Oily, Combo, Normal Skin', 'Without Parabens', 'Gluten Free', 'Cruelty-Free']"
P453929,"['Good for: Dark Circles', 'Good for: Anti-Aging', 'Good for: Loss of firmness', 'Retinol', 'Without Parabens', 'Cruelty-Free']"
P4032,No Highlights
P434550,"['Without Phthalates', 'Without Parabens', 'Without Mineral Oil', 'Good for: Anti-Aging', 'Best for Dry, Combo, Normal Skin']"
P456572,"['Good for: Dark Circles', 'Vitamin C', 'Without Parabens', 'Cruelty-Free']"
P9939,No Highlights
P433143,No Highlights
P38217,No Highlights
P107306,No Highlights
P4039,No Highlights
P476526,"['Best for Oily, Combo, Normal Skin', 'Good for: Dark spots', 'AHA/Glycolic Acid', 'Cruelty-Free']"
P377178,No Highlights
P429526,No Highlights
P454514,No Highlights
P467129,No Highlights
P501003,"['Hyaluronic Acid', 'Good for: Acne/Blemishes', 'Best for Oily, Combo, Normal Skin', 'Without Parabens', 'Without Sulfates SLS & SLES', 'Cruelty-Free']"
P479646,"['Good for: Dullness/Uneven Texture', 'Vitamin C', 'Without Parabens', 'SPF', 'Without Sulfates SLS & SLES', 'Cruelty-Free']"
P479696,"['Vitamin C', 'Best for Dry Skin', 'Good for: Dullness/Uneven Texture', 'Without Parabens', 'Cruelty-Free', 'Gluten Free']"
P388615,No Highlights
P394851,No Highlights
P419467,No Highlights
P460419,"['High Shine Finish', 'Long-wearing', 'Vegan', 'Cruelty-Free']"
P388616,No Highlights
P457823,No Highlights
P454979,"['Vegan', 'Retinol', 'High Shine Finish', 'Long-wearing']"
P460629,No Highlights
P482049,"['High Shine Finish', 'Long-wearing', 'Vegan', 'Cruelty-Free']"
P458940,No Highlights
P501802,"['Vegan', 'Fragrance Free', 'Without Formaldehydes', 'Without Parabens', 'Without Sulfates SLS & SLES', 'Cruelty-Free']"
P458939,No Highlights
P471789,"['Vegan', 'Without Parabens', 'Without Formaldehydes', 'Long-wearing', 'High Shine Finish']"
P482047,"['High Shine Finish', 'Long-wearing', 'Vegan', 'Cruelty-Free']"
P500441,"['Vegan', 'High Shine Finish', 'Long-wearing', 'Cruelty-Free']"
P500418,"['Vegan', 'High Shine Finish', 'Long-wearing', 'Cruelty-Free']"
P406503,No Highlights
P421252,No Highlights
P423310,No Highlights
P501815,"['Vegan', 'High Shine Finish', 'Long-wearing', 'Cruelty-Free']"
P461187,No Highlights
P502857,"['Vegan', 'Cruelty-Free']"
P505041,"['Vegan', 'Cruelty-Free']"
P505011,"['Vegan', 'Cruelty-Free']"
P505010,"['Vegan', 'Cruelty-Free']"
P441206,No Highlights
P377873,"['Radiant Finish', 'Hydrating', 'Good for: Dark Circles', 'Long-wearing', 'Medium Coverage', 'Good for: Acne/Blemishes']"
P2855,No Highlights
P422077,"['Radiant Finish', 'Hydrating', 'Good for: Dark Circles', 'Long-wearing', 'Medium Coverage', 'Good for: Dark spots']"
P78834,"['Matte Finish', 'Long-wearing', 'Vegan']"
P416200,"['Vegan', 'Cream Formula', 'Matte Finish', 'Long-wearing', 'Full Coverage', 'Good for: Acne/Blemishes']"
P387906,No Highlights
P427301,"['Radiant Finish', 'Liquid Formula', 'Community Favorite', 'Long-wearing', 'Full Coverage', 'Best for Dry, Combo, Normal Skin']"
P479338,"['Liquid Formula', 'Medium Coverage', 'Natural Finish', 'Good for: Redness', 'Good for: Dullness/Uneven Texture', 'Good for: Dark spots']"
P247355,"['Radiant Finish', 'Good for: Dullness/Uneven Texture', 'Liquid Formula', 'Community Favorite', 'Hydrating', 'Medium Coverage']"
P421485,"['Vegan', 'Community Favorite', 'allure 2021 Best of Beauty Award Winner', 'Matte Finish', 'Long-wearing']"
P302923,"['Light Coverage', 'Radiant Finish', 'Cream Formula', 'Community Favorite', 'Hydrating', 'SPF']"
P419506,"['Liquid Formula', 'Shimmer Finish', 'Natural Finish']"
P13046537,"['Radiant Finish', 'Hydrating', 'Without Parabens']"
P448502,"['Vegan', 'Satin Finish', 'Hydrating', 'Long-wearing', 'Without Sulfates SLS & SLES']"
P12790,"['Pressed Powder Formula', 'Radiant Finish', 'Long-wearing', 'Vegan']"
P462720,"['Liquid Formula', 'Matte Finish', 'Long-wearing', 'Full Coverage', 'Good for: Acne/Blemishes', 'Best for Oily, Combo, Normal Skin']"
P2866,"['Cream Formula', 'Stick Formula', 'Shimmer Finish', 'Radiant Finish']"
P261211,No Highlights
P377757,"['Pressed Powder Formula', 'Light Coverage', 'Radiant Finish', 'Without Parabens', 'Without Phthalates', 'Vegan']"
P441810,No Highlights
P471270,"['Natural Finish', 'Cream Formula', 'Long-wearing', 'Without Phthalates', 'Without Parabens']"
P479337,"['High Shine Finish', 'Hydrating', 'Without Parabens', 'Without Phthalates', 'Without Mineral Oil']"
P462721,No Highlights
P501583,"['Vegan', 'Stick Formula', 'Matte Finish', 'Long-wearing', 'Without Phthalates', 'Without Parabens']"
P104006,No Highlights
P474358,"['Liquid Formula', 'Matte Finish', 'Vegan']"
P468392,"['Stick Formula', 'Matte Finish', 'Vegan']"
P465783,No Highlights
P84818,No Highlights
P377756,"['Light Coverage', 'Vegan', 'Loose Powder Formula', 'Radiant Finish', 'Without Phthalates', 'Without Parabens']"
P465784,No Highlights
P422078,No Highlights
P468700,"['Shimmer Finish', 'Cream Formula', 'Without Parabens']"
P457302,"['Vegan', 'Radiant Finish', 'Hydrating', 'Without Parabens']"
P457632,"['Pressed Powder Formula', 'Radiant Finish', 'Long-wearing', 'Vegan']"
P482702,"['Liquid Formula', 'High Shine Finish', 'Hydrating', 'Without Parabens', 'Without Phthalates', 'Without Mineral Oil']"
P422073,No Highlights
P457304,No Highlights
P473173,"['Liquid Formula', 'Full Coverage', 'Good for: Dark Circles', 'Good for: Dark spots', 'Long-wearing', 'Hydrating']"
P504202,"['Pressed Powder Formula', 'Natural Finish', 'Best for Oily Skin', 'Matte Finish', 'Long-wearing', 'Good for: Acne/Blemishes']"
P2856,No Highlights
P448503,No Highlights
P503582,"['High Shine Finish', 'Matte Finish', 'Without Phthalates', 'Fragrance Free', 'Oil Free', 'Without Formaldehydes']"
P434385,"['Volumizing', 'Curling', 'Without Sulfates SLS & SLES', 'Without Parabens']"
P422079,No Highlights
P480462,"['Pressed Powder Formula', 'Light Coverage', 'Radiant Finish', 'Without Parabens', 'Without Phthalates', 'Vegan']"
P415965,No Highlights
P440527,"['Volumizing', 'Curling', 'Without Sulfates SLS & SLES', 'Without Parabens']"
P433123,No Highlights
P504808,"['Pressed Powder Formula', 'Natural Finish', 'High Shine Finish', 'Liquid Formula', 'Shimmer Finish', 'Hydrating']"
P504836,"['Stick Formula', 'Radiant Finish', 'Cream Formula', 'Shimmer Finish', 'Long-wearing']"
P504821,"['Pressed Powder Formula', 'Metallic Finish', 'Shimmer Finish', 'Satin Finish', 'Matte Finish']"
P463090,No Highlights
P504832,"['Pressed Powder Formula', 'Natural Finish', 'Shimmer Finish', 'Satin Finish', 'Long-wearing']"
P475138,"['Liquid Formula', 'Matte Finish', 'Best for Oily, Combo, Normal Skin', 'Without Parabens', 'Without Phthalates', 'Vegan']"
P475139,"['Liquid Formula', 'Matte Finish', 'Waterproof', 'Long-wearing', 'Vegan']"
P463092,No Highlights
P463091,No Highlights
P504081,"['Light Coverage', 'Radiant Finish', 'Pressed Powder Formula', 'Without Phthalates', 'Long-wearing', 'Without Parabens']"
P467033,No Highlights
P461188,"['Metallic Finish', 'Community Favorite', 'Matte Finish']"
P411826,No Highlights
P440313,"['Metallic Finish', 'Community Favorite', 'Matte Finish']"
P459829,"['Matte Finish', 'Metallic Finish', 'Community Favorite']"
P475969,"['Shimmer Finish', 'Matte Finish']"
P436273,No Highlights
P453218,"['Metallic Finish', 'Community Favorite', 'Matte Finish']"
P478018,"['Cream Formula', 'Pressed Powder Formula', 'Natural Finish', 'Long-wearing', 'Without Parabens', 'Cruelty-Free']"
P457653,"['Matte Finish', 'Metallic Finish']"
P413523,No Highlights
P450057,No Highlights
P502079,"['Matte Finish', 'Long-wearing', 'Waterproof', 'Without Parabens', 'Cruelty-Free']"
P444024,"['Vegan', 'Pressed Powder Formula', 'Shimmer Finish']"
P482292,"['Pressed Powder Formula', 'Metallic Finish', 'Long-wearing', 'Matte Finish', 'Without Parabens']"
P479976,"['Metallic Finish', 'Long-wearing', 'Matte Finish', 'Cruelty-Free']"
P471790,"['Pressed Powder Formula', 'Long-wearing', 'Oil Free']"
P468701,No Highlights
P441872,"['Shimmer Finish', 'Without Parabens', 'Vegan']"
P501473,"['Pressed Powder Formula', 'Metallic Finish', 'Shimmer Finish', 'Long-wearing', 'Matte Finish', 'Without Parabens']"
P464791,No Highlights
P444921,"['Pressed Powder Formula', 'Shimmer Finish', 'Hydrating']"
P500627,"['Pressed Powder Formula', 'Metallic Finish', 'Long-wearing', 'Matte Finish']"
P500263,"['Radiant Finish', 'Hyaluronic Acid', 'Hydrating', 'Good for: Anti-Aging', 'Good for: Dryness']"
P434566,No Highlights
P472992,"['Vegan', 'Liquid Formula', 'Without Mineral Oil', 'Oil Free', 'Without Parabens']"
P481728,"['Hydrating', 'High Shine Finish', 'Long-wearing', 'Without Parabens', 'Cruelty-Free', 'Vegan']"
P442957,"['Vegan', 'Radiant Finish', 'Hydrating', 'Medium Coverage']"
P502073,"['Pressed Powder Formula', 'Metallic Finish', 'Long-wearing', 'Matte Finish', 'Without Parabens']"
P482051,"['Vegan', 'Matte Finish', 'Long-wearing', 'Waterproof', 'Without Parabens', 'Cruelty-Free']"
P444034,No Highlights
P503993,"['Pressed Powder Formula', 'Cream Formula', 'Metallic Finish', 'Long-wearing', 'Matte Finish', 'Gluten Free']"
P482052,"['Hydrating', 'Plumping', 'Long-wearing', 'Without Parabens', 'Cruelty-Free', 'Vegan']"
P502442,"['Vegan', 'High Shine Finish', 'Hydrating', 'Long-wearing', 'Without Parabens', 'Cruelty-Free']"
P502303,"['Vegan', 'Plumping', 'Hydrating', 'Long-wearing', 'Without Parabens', 'Cruelty-Free']"
P502353,"['Radiant Finish', 'Hyaluronic Acid', 'Without Mineral Oil', 'Without Parabens', 'Cruelty-Free']"
P475142,"['Long-wearing', 'Cream Formula', 'Vegan']"
P475141,"['Matte Finish', 'Long-wearing', 'Vegan']"
P474359,"['Vegan', 'Liquid Formula', 'Matte Finish', 'Cruelty-Free']"
P505250,"['Pressed Powder Formula', 'Metallic Finish', 'Cream Formula', 'Shimmer Finish', 'Matte Finish', 'Long-wearing']"
P502350,"['Vegan', 'Cruelty-Free']"
P433973,"['Vegan', 'Good for: Dullness/Uneven Texture', 'Clean at Sephora', 'Best for Oily, Combo, Normal Skin', 'Best for Dry, Combo, Normal Skin', 'Cruelty-Free']"
P473133,"['Best for Oily, Combo, Normal Skin', 'Good for: Dullness/Uneven Texture', 'AHA/Glycolic Acid', 'Lactic Acid', 'Vegan', 'Clean at Sephora']"
P444216,"['Best for Dry, Combo, Normal Skin', 'Good for: Dryness', 'Good for: Loss of firmness', 'Good for: Anti-Aging', 'Clean at Sephora', 'Cruelty-Free']"
P433971,"['Hyaluronic Acid', 'Good for: Dullness/Uneven Texture', 'Clean at Sephora', 'Good for: Anti-Aging', 'Good for: Dryness', 'Best for Dry, Combo, Normal Skin']"
P473148,"['Vegan', 'Good for: Dullness/Uneven Texture', 'Good for: Pores', 'Clean at Sephora', 'Good for: Dryness', 'Best for Dry, Combo, Normal Skin']"
P433975,"['Hyaluronic Acid', 'Good for: Dark Circles', 'Clean at Sephora', 'Good for: Anti-Aging', 'Good for: Dryness', 'Cruelty-Free']"
P433974,"['Best for Dry, Combo, Normal Skin', 'Good for: Dryness', 'Good for: Dullness/Uneven Texture', 'Hyaluronic Acid', 'Clean at Sephora', 'Vegan']"
P450587,"['Vegan', 'Good for: Dullness/Uneven Texture', 'Clean at Sephora', 'Good for: Anti-Aging', 'Best for Dry, Combo, Normal Skin', 'Cruelty-Free']"
P500160,"['Clean at Sephora', 'Good for: Anti-Aging', 'Best for Dry, Combo, Normal Skin', 'SPF', 'Cruelty-Free']"
P478020,"['Good for: Dullness/Uneven Texture', 'Good for: Pores', 'Vitamin C', 'Vegan', 'Without Sulfates SLS & SLES', 'Without Parabens']"
P478021,"['Good for: Anti-Aging', 'Good for: Dullness/Uneven Texture', 'Retinol', 'Vegan', 'Without Silicones', 'Good for: Dryness']"
P459727,"['Vegan', 'allure 2019 Best of Beauty Award Winner', 'Clean + Planet Positive', 'Hydrating', 'Best for Dry, Combo, Normal Skin', 'Niacinamide']"
P459138,"['Vegan', 'Good for: Loss of firmness', 'Clean + Planet Positive', 'Fragrance Free', 'Good for: Dryness', 'Niacinamide']"
P474847,"['Vegan', 'Hyaluronic Acid', 'Clean + Planet Positive', 'Plumping', 'Hydrating', 'Niacinamide']"
P459728,"['Good for: Dullness/Uneven Texture', 'AHA/Glycolic Acid', 'Cruelty-Free', 'Vegan', 'Clean + Planet Positive']"
P480463,"['Vegan', 'Good for: Dullness/Uneven Texture', 'Clean + Planet Positive', 'AHA/Glycolic Acid', 'Good for: Dark spots', 'Niacinamide']"
P474360,"['Vegan', 'Good for: Dullness/Uneven Texture', 'Clean + Planet Positive', 'Good for: Dryness', 'Niacinamide', 'Cruelty-Free']"
P460570,"['Good for: Dryness', 'Fragrance Free', 'Cruelty-Free', 'Vegan', 'Clean + Planet Positive']"
P500993,"['Hyaluronic Acid', 'Clean + Planet Positive', 'Good for: Anti-Aging', 'Reef Safe SPF', 'UV Protection', 'Without Silicones']"
P503143,"['Clean + Planet Positive', 'Good for: Hair Thinning', 'All Hair Types', 'Fragrance Free', 'Without Silicones', 'Good for: Flaky/Dry Scalp']"
P502707,"['allure 2022 Best of Beauty Award Winner', 'Clean + Planet Positive', 'All Hair Types', 'Fragrance Free', 'Without Silicones', 'Good for: Flaky/Dry Scalp']"
P474076,"['Vegan', 'Clean + Planet Positive']"
P502757,"['allure 2022 Best of Beauty Award Winner', 'Clean + Planet Positive', 'Hydrating', 'All Hair Types', 'Fragrance Free', 'Good for: Flaky/Dry Scalp']"
P500039,"['Vegan', 'Clean + Planet Positive', 'Collagen', 'Good for: Anti-Aging', 'Good for: Dryness']"
P504029,"['Vegan', 'Clean + Planet Positive', 'Fragrance Free', 'Good for: Dryness', 'Niacinamide', 'Cruelty-Free']"
P503875,"['Vegan', 'Good for: Dullness/Uneven Texture', 'Clean + Planet Positive', 'Fragrance Free', 'Without Sulfates SLS & SLES', 'Cruelty-Free']"
P504054,"['Vegan', 'Good for: Loss of firmness', 'Clean + Planet Positive', 'Fragrance Free', 'Good for: Dryness', 'Niacinamide']"
P504074,"['Vegan', 'Refill Available', 'allure 2019 Best of Beauty Award Winner', 'Clean + Planet Positive', 'Hydrating', 'Niacinamide']"
P385317,No Highlights
P470232,"['allure 2022 Best of Beauty Award Winner', 'Without Mineral Oil', 'Without Phthalates', 'Without Parabens', 'Without Sulfates SLS & SLES']"
P470233,"['allure 2022 Best of Beauty Award Winner', 'Without Mineral Oil', 'Without Phthalates', 'Without Parabens', 'Without Sulfates SLS & SLES']"
P480334,No Highlights
P385319,No Highlights
P415763,No Highlights
P440637,No Highlights
P454827,No Highlights
P480332,"['Cruelty-Free', 'Vegan', 'Floral Scent', 'Without Phthalates', 'Without Parabens', 'Without Silicones']"
P470045,"['Without Sulfates SLS & SLES', 'Without Parabens', 'Without Phthalates', 'Without Mineral Oil']"
P469170,"['allure 2022 Best of Beauty Award Winner', 'Without Mineral Oil', 'Without Phthalates', 'allure 2021 Best of Beauty Award Winner', 'Without Parabens', 'Without Sulfates SLS & SLES']"
P454828,No Highlights
P503925,"['Vegan', 'Without Mineral Oil', 'Without Phthalates', 'Without Parabens', 'Without Sulfates SLS & SLES', 'Cruelty-Free']"
P470236,"['allure 2022 Best of Beauty Award Winner', 'Without Mineral Oil', 'Without Phthalates', 'Without Parabens', 'Without Sulfates SLS & SLES']"
P406775,No Highlights
P480331,"['Cruelty-Free', 'Vegan', 'Floral Scent', 'Without Phthalates', 'Without Parabens', 'Without Silicones']"
P480335,No Highlights
P440638,No Highlights
P470237,"['allure 2022 Best of Beauty Award Winner', 'Without Mineral Oil', 'Without Phthalates', 'Without Parabens', 'Without Sulfates SLS & SLES']"
P467037,"['allure 2022 Best of Beauty Award Winner', 'Without Mineral Oil', 'Without Phthalates', 'allure 2021 Best of Beauty Award Winner', 'Without Parabens', 'Without Sulfates SLS & SLES']"
P470231,"['Without Mineral Oil', 'Without Phthalates', 'Without Parabens', 'Without Sulfates SLS & SLES']"
P427608,No Highlights
P470230,"['Without Mineral Oil', 'Without Phthalates', 'Without Parabens', 'Without Sulfates SLS & SLES']"
P415765,No Highlights
P406776,No Highlights
P381768,No Highlights
P503898,"['Vegan', 'Without Mineral Oil', 'Without Phthalates', 'Without Parabens', 'Without Sulfates SLS & SLES', 'Cruelty-Free']"
P502931,No Highlights
P470229,No Highlights
P427607,No Highlights
P463480,No Highlights
P461189,No Highlights
P440639,No Highlights
P381767,No Highlights
P463474,No Highlights
P382348,No Highlights
P440640,No Highlights
P470234,"['allure 2022 Best of Beauty Award Winner', 'Without Mineral Oil', 'Without Phthalates', 'Without Parabens', 'Without Sulfates SLS & SLES']"
P470235,"['allure 2022 Best of Beauty Award Winner', 'Without Mineral Oil', 'Without Phthalates', 'Without Parabens', 'Without Sulfates SLS & SLES']"
P396423,No Highlights
P381777,No Highlights
P454966,No Highlights
P469882,No Highlights
P381776,No Highlights
P502899,No Highlights
P474362,"['Vegan', 'Warm &Spicy Scent', 'Without Phthalates', 'Without Parabens', 'Without Sulfates SLS & SLES', 'Cruelty-Free']"
P474361,"['Vegan', 'Warm &Spicy Scent', 'Without Phthalates', 'Without Parabens', 'Without Sulfates SLS & SLES', 'Cruelty-Free']"
P469883,['allure 2022 Best of Beauty Award Winner']
P456973,No Highlights
P463479,No Highlights
P504319,No Highlights
P416384,No Highlights
P463476,No Highlights
P467034,No Highlights
P408726,No Highlights
P468393,No Highlights
P483676,"['Vegan', 'Without Phthalates', 'Without Parabens', 'Without Sulfates SLS & SLES', 'Cruelty-Free']"
P472484,"['Fresh Scent', 'Without Parabens', 'Without Sulfates SLS & SLES']"
P463481,No Highlights
P409732,No Highlights
P483677,"['Vegan', 'Without Phthalates', 'Without Parabens', 'Without Sulfates SLS & SLES', 'Cruelty-Free']"
P416574,No Highlights
P441635,No Highlights
P454967,No Highlights
P428070,No Highlights
P409733,No Highlights
P408727,No Highlights
P483678,"['Vegan', 'Without Phthalates', 'Without Parabens', 'Without Sulfates SLS & SLES', 'Cruelty-Free']"
P463475,No Highlights
P450838,No Highlights
P480623,"['Vegan', 'Woody & Earthy Scent', 'Without Phthalates', 'Without Parabens', 'Without Sulfates SLS & SLES', 'Cruelty-Free']"
P460869,No Highlights
P505122,"['Vegan', 'Without Mineral Oil', 'Without Phthalates', 'Without Parabens', 'Without Silicones', 'Cruelty-Free']"
P502276,"['Vegan', 'Without Phthalates', 'Without Parabens', 'Without Sulfates SLS & SLES', 'Cruelty-Free']"
P463477,"['Vegan', 'Without Phthalates', 'Without Parabens', 'Without Sulfates SLS & SLES', 'Cruelty-Free']"
P381775,No Highlights
P467035,No Highlights
P502676,"['Vegan', 'Without Phthalates', 'Without Parabens', 'Without Sulfates SLS & SLES', 'Cruelty-Free']"
P500463,"['Vegan', 'Without Phthalates', 'Without Parabens', 'Without Sulfates SLS & SLES', 'Cruelty-Free']"
P503596,"['Vegan', 'Without Phthalates', 'Without Parabens', 'Without Sulfates SLS & SLES', 'Cruelty-Free']"
P442310,No Highlights
P419419,No Highlights
P504703,"['Vegan', 'Without Phthalates', 'Without Parabens', 'Without Sulfates SLS & SLES', 'Cruelty-Free']"
P482294,"['Vegan', 'Without Phthalates', 'Without Parabens', 'Without Sulfates SLS & SLES', 'Cruelty-Free']"
P448841,No Highlights
P500267,"['Vegan', 'Without Phthalates', 'Without Parabens', 'Without Sulfates SLS & SLES', 'Cruelty-Free']"
P482706,"['Vegan', 'Without Phthalates', 'Without Parabens', 'Without Sulfates SLS & SLES', 'Cruelty-Free']"
P480624,"['Without Sulfates SLS & SLES', 'Without Phthalates', 'Without Parabens', 'Vegan', 'Cruelty-Free', 'Woody & Earthy Scent']"
P484062,"['Cruelty-Free', 'Vegan', 'Without Parabens', 'Without Phthalates', 'Without Sulfates SLS & SLES']"
P503632,"['Vegan', 'Without Phthalates', 'Without Parabens', 'Without Sulfates SLS & SLES', 'Cruelty-Free']"
P504685,"['Vegan', 'Without Phthalates', 'Without Parabens', 'Without Sulfates SLS & SLES', 'Cruelty-Free']"
P441634,No Highlights
P419107,"['Vegan', 'Natural Finish', 'Clean at Sephora', 'Long-wearing', 'Without Parabens']"
P388953,No Highlights
P428673,No Highlights
P444609,['Clean at Sephora']
P478523,"['Stick Formula', 'Long-wearing', 'Fragrance Free', 'Without Parabens', 'Cruelty-Free']"
P405290,['Clean at Sephora']
P431758,"['Stick Formula', 'Long-wearing', 'Without Phthalates', 'Without Parabens', 'Without Sulfates SLS & SLES', 'Cruelty-Free']"
P417912,['Clean at Sephora']
P457828,No Highlights
P416774,No Highlights
P408286,"['Stick Formula', 'High Shine Finish', 'Hydrating', 'Without Parabens', 'Without Silicones']"
P444920,['Clean at Sephora']
P448152,['Clean at Sephora']
P482056,['Clean at Sephora']
P501811,"['Vegan', 'Stick Formula', 'Long-wearing', 'Fragrance Free', 'Without Parabens', 'Cruelty-Free']"
P400017,['Clean at Sephora']
P500480,"['Vegan', 'allure 2020 Best of Beauty Award Winner', 'Natural Finish', 'Long-wearing', 'Without Parabens']"
P501183,['Clean at Sephora']
P463098,['Clean at Sephora']
P481828,"['Clean at Sephora', 'Good for: Anti-Aging', 'UV Protection', 'Without Parabens', 'Without Sulfates SLS & SLES', 'Niacinamide']"
P448856,No Highlights
P501155,"['Stick Formula', 'Without Phthalates', 'Matte Finish', 'Without Parabens', 'Without Sulfates SLS & SLES', 'Cruelty-Free']"
P463096,No Highlights
P501177,"['Stick Formula', 'Without Phthalates', 'Matte Finish', 'Without Parabens', 'Without Sulfates SLS & SLES', 'Cruelty-Free']"
P501780,"['Vegan', 'Stick Formula', 'Long-wearing', 'Fragrance Free', 'Without Parabens']"
P463099,No Highlights
P476894,['Clean at Sephora']
P476893,"['Good for: Dullness/Uneven Texture', 'Good for: Loss of firmness', 'Hydrating', 'Good for: Acne/Blemishes', 'Good for: Dryness', 'Best for Dry, Combo, Normal Skin']"
P475143,['Clean at Sephora']
P502770,"['Vegan', 'Stick Formula', 'Long-wearing', 'Fragrance Free', 'Without Parabens']"
P482054,['Clean at Sephora']
P472178,"['Vegan', 'Long-wearing', 'Without Parabens']"
P388950,"['Vegan', 'Long-wearing', 'Lengthening', 'Oil Free', 'Without Parabens']"
P482055,"['Vegan', 'Plumping', 'Hydrating', 'Good for: Dryness', 'Without Parabens', 'Cruelty-Free']"
P501789,"['Vegan', 'Stick Formula', 'Long-wearing', 'Fragrance Free', 'Without Parabens', 'Cruelty-Free']"
P478511,"['Long-wearing', 'Waterproof', 'Lengthening', 'Without Parabens', 'Cruelty-Free']"
P504874,"['Clean at Sephora', 'Hydrating', 'Good for: Anti-Aging', 'SPF', 'Niacinamide']"
P504873,"['Vegan', 'Stick Formula', 'Metallic Finish', 'Clean at Sephora', 'Matte Finish', 'Long-wearing']"
P472179,"['Vegan', 'Hydrating', 'Long-wearing', 'Waterproof', 'Gluten Free']"
P476892,"['Good for: Dullness/Uneven Texture', 'Vitamin C', 'AHA/Glycolic Acid', 'Good for: Dryness', 'Best for Oily, Combo, Normal Skin', 'Best for Dry, Combo, Normal Skin']"
P504322,['Clean at Sephora']
P407080,['Clean at Sephora']
P502852,"['Good for: Dullness/Uneven Texture', 'Hyaluronic Acid', 'Good for: Loss of firmness', 'Good for: Anti-Aging', 'Fragrance Free', 'Without Parabens']"
P385320,"['Good for: Anti-Aging', 'Good for: Loss of firmness', 'Good for: Dullness/Uneven Texture', 'Hyaluronic Acid', 'Fragrance Free', 'Without Parabens']"
P402992,No Highlights
P474968,"['Hyaluronic Acid', 'Hydrating', 'Good for: Anti-Aging', 'Good for: Dryness', 'Oil Free', 'Without Parabens']"
P428005,"['Good for: Dullness/Uneven Texture', 'Hyaluronic Acid', 'Good for: Loss of firmness', 'Hydrating', 'Good for: Anti-Aging']"
P474967,"['Hyaluronic Acid', 'Good for: Loss of firmness', 'Hydrating', 'Good for: Anti-Aging', 'Oil Free', 'Without Parabens']"
P383182,"['Good for: Dullness/Uneven Texture', 'Good for: Loss of firmness', 'Good for: Anti-Aging']"
P393600,"['Good for: Anti-Aging', 'Good for: Loss of firmness', 'Good for: Dullness/Uneven Texture', 'Hyaluronic Acid', 'Fragrance Free', 'Without Parabens']"
P481138,"['Hydrating', 'Good for: Anti-Aging', 'Good for: Dryness', 'Hyaluronic Acid', 'Oil Free', 'Without Parabens']"
P402993,No Highlights
P500464,"['Good for: Dullness/Uneven Texture', 'Hyaluronic Acid', 'Good for: Loss of firmness', 'Hydrating', 'Good for: Anti-Aging']"
P504221,"['allure 2022 Best of Beauty Award Winner', 'Hyaluronic Acid', 'Good for: Loss of firmness', 'Hydrating', 'Good for: Anti-Aging', 'Oil Free']"
P504148,"['Good for: Damage', 'Refill Available', 'allure 2018 Best of Beauty Award Winner', 'Clean at Sephora', 'Good for: Hair Thinning', 'All Hair Types']"
P504161,"['Vegan', 'Good for: Damage', 'Recyclable Packaging', 'Clean at Sephora', 'All Hair Types', 'Good for: Hair Thinning']"
P504173,"['Good for: Damage', 'Refill Available', 'Clean at Sephora', 'Good for: Hair Thinning', 'All Hair Types', 'Good for: Anti-Aging']"
P504186,"['Vegan', 'Recyclable Packaging', 'Clean at Sephora', 'Good for: Hair Thinning', 'All Hair Types', 'Without Sulfates SLS & SLES']"
P504184,"['Vegan', 'Recyclable Packaging', 'Clean at Sephora', 'Good for: Hair Thinning', 'All Hair Types', 'Without Sulfates SLS & SLES']"
P504155,"['Vegan', 'Recyclable Packaging', 'Clean at Sephora', 'Good for: Hair Thinning', 'All Hair Types', 'Good for: Oily Scalp']"
P504130,"['Vegan', 'Good for: Damage', 'Refill Available', 'Clean at Sephora', 'Good for: Hair Thinning', 'All Hair Types']"
P504157,"['Vegan', 'Recyclable Packaging', 'Clean at Sephora', 'Good for: Hair Thinning', 'All Hair Types', 'Good for: Oily Scalp']"
P504172,"['Good for: Damage', 'Refill Available', 'Clean at Sephora', 'Good for: Hair Thinning', 'All Hair Types', 'Gluten Free']"
P504165,"['Good for: Damage', 'Refill Available', 'Clean at Sephora', 'Good for: Hair Thinning', 'All Hair Types', 'Gluten Free']"
P428224,"['Good for: Damage', 'Community Favorite', 'Good for: Color Care', 'Good for: Volume', 'Clean at Sephora', 'All Hair Types']"
